Index;sexe;Age;Enfant_conduite_accompagne_logique;nombre_enfants_logique;Revenus_intervale;usage_vehicule;type_vehicule;Est_rouge_logique;points_perdus;age_vehicule;type_conduite;date_demande;formule;Tarif_devis_intervale
989;M;60;FAUX;FAUX;>125k;Private;Minivan;FAUX;6;17.0;Highly Urban/ Urban;19/03/2022;dev_express;201-300
990;F;39;FAUX;VRAI;<25k;Commercial;Pickup;FAUX;0;1.0;z_Highly Rural/ Rural;01/05/2022;dev_premium;401-500
991;M;13;FAUX;FAUX;25k-50k;Commercial;Sports Car;FAUX;5;9.0;Highly Urban/ Urban;19/01/2022;dev_integral;301-400
992;F;8;FAUX;FAUX;25k-50k;Private;Pickup;VRAI;3;11.0;Highly Urban/ Urban;23/01/2022;dev_integral;201-300
993;F;58;FAUX;FAUX;;Private;Minivan;FAUX;0;1.0;Highly Urban/ Urban;15/03/2022;dev_integral;201-300
994;F;10;FAUX;FAUX;25k-50k;Commercial;Sports Car;FAUX;0;1.0;Highly Urban/ Urban;14/01/2022;dev_integral;301-400
995;M;79;FAUX;FAUX;25k-50k;Private;Sports Car;FAUX;3;1.0;Highly Urban/ Urban;22/01/2022;dev_express;201-300
996;F;62;FAUX;FAUX;75k-100k;Private;Sports Car;FAUX;0;15.0;Highly Urban/ Urban;03/03/2022;dev_integral;201-300
997;M;28;FAUX;VRAI;;Private;z_SUV;FAUX;1;8.0;z_Highly Rural/ Rural;01/04/2022;dev_integral;301-400
998;M;68;FAUX;FAUX;50k-75k;Commercial;Van;VRAI;2;1.0;Highly Urban/ Urban;06/04/2022;dev_integral;301-400
999;M;67;FAUX;FAUX;100k-125k;Commercial;Pickup;FAUX;0;16.0;Highly Urban/ Urban;16/05/2022;dev_express;201-300
1000;M;16;FAUX;FAUX;50k-75k;Private;z_SUV;FAUX;0;11.0;Highly Urban/ Urban;15/02/2022;dev_express;201-300
1001;F;86;FAUX;FAUX;<25k;Private;z_SUV;FAUX;2;4.0;z_Highly Rural/ Rural;16/02/2022;dev_integral;301-400
1002;F;58;FAUX;FAUX;50k-75k;Private;z_SUV;VRAI;7;6.0;Highly Urban/ Urban;14/03/2022;dev_express;201-300
1003;F;81;FAUX;FAUX;;Private;z_SUV;FAUX;0;5.0;z_Highly Rural/ Rural;22/04/2022;dev_integral;301-400
1004;M;40;FAUX;FAUX;25k-50k;Private;Minivan;FAUX;2;14.0;Highly Urban/ Urban;31/05/2022;dev_integral;301-400
1005;F;42;FAUX;FAUX;<25k;Private;z_SUV;FAUX;0;;Highly Urban/ Urban;25/02/2022;dev_integral;301-400
1006;F;20;FAUX;FAUX;<25k;Private;Minivan;VRAI;0;4.0;Highly Urban/ Urban;12/03/2022;dev_express;201-300
1007;M;50;FAUX;FAUX;<25k;Private;z_SUV;FAUX;0;1.0;z_Highly Rural/ Rural;25/05/2022;dev_express;201-300
1008;F;48;FAUX;VRAI;<25k;Private;z_SUV;FAUX;3;1.0;Highly Urban/ Urban;11/02/2022;dev_express;201-300
1009;M;59;VRAI;VRAI;50k-75k;Commercial;Panel Truck;FAUX;0;12.0;Highly Urban/ Urban;09/02/2022;dev_express;201-300
1010;F;58;FAUX;VRAI;25k-50k;Private;z_SUV;FAUX;0;12.0;Highly Urban/ Urban;23/04/2022;dev_integral;201-300
1011;F;57;FAUX;FAUX;50k-75k;Private;z_SUV;FAUX;2;10.0;Highly Urban/ Urban;06/03/2022;dev_integral;301-400
1012;M;29;FAUX;VRAI;25k-50k;Private;z_SUV;FAUX;2;1.0;Highly Urban/ Urban;18/03/2022;dev_express;201-300
1013;F;71;FAUX;VRAI;25k-50k;Private;Pickup;FAUX;10;1.0;Highly Urban/ Urban;29/03/2022;dev_express;201-300
1014;M;15;FAUX;FAUX;25k-50k;Commercial;Pickup;VRAI;0;1.0;z_Highly Rural/ Rural;30/03/2022;dev_express;201-300
1015;M;68;FAUX;VRAI;>125k;Private;Minivan;VRAI;0;1.0;Highly Urban/ Urban;18/05/2022;dev_express;201-300
1016;M;59;VRAI;VRAI;50k-75k;Private;Minivan;VRAI;6;9.0;Highly Urban/ Urban;01/05/2022;dev_integral;201-300
1017;M;84;FAUX;FAUX;100k-125k;Private;Minivan;VRAI;0;18.0;z_Highly Rural/ Rural;04/03/2022;dev_express;201-300
1018;M;43;VRAI;VRAI;100k-125k;Private;Minivan;VRAI;0;14.0;Highly Urban/ Urban;12/03/2022;dev_premium;501-600
1019;M;56;FAUX;FAUX;<25k;Commercial;Minivan;VRAI;3;10.0;Highly Urban/ Urban;14/03/2022;dev_express;201-300
1020;F;23;FAUX;FAUX;50k-75k;Private;Minivan;VRAI;5;18.0;Highly Urban/ Urban;29/01/2022;dev_premium;301-400
1021;F;73;FAUX;FAUX;<25k;Private;Sports Car;FAUX;3;7.0;z_Highly Rural/ Rural;09/05/2022;dev_premium;501-600
1022;F;47;FAUX;FAUX;100k-125k;Private;Sports Car;FAUX;0;18.0;Highly Urban/ Urban;15/01/2022;dev_premium;401-500
1023;M;15;FAUX;FAUX;25k-50k;Private;Minivan;VRAI;1;1.0;z_Highly Rural/ Rural;11/05/2022;dev_express;201-300
1024;M;57;FAUX;VRAI;75k-100k;Private;z_SUV;FAUX;0;;Highly Urban/ Urban;22/05/2022;dev_integral;301-400
1025;M;58;FAUX;VRAI;25k-50k;Private;Sports Car;FAUX;0;15.0;Highly Urban/ Urban;16/03/2022;dev_premium;501-600
1026;F;80;FAUX;FAUX;100k-125k;Private;z_SUV;FAUX;4;15.0;Highly Urban/ Urban;10/02/2022;dev_express;201-300
1027;F;41;FAUX;VRAI;<25k;Private;z_SUV;FAUX;4;6.0;Highly Urban/ Urban;30/05/2022;dev_express;201-300
1028;M;4;FAUX;FAUX;<25k;Commercial;z_SUV;FAUX;1;11.0;Highly Urban/ Urban;10/01/2022;dev_integral;301-400
1029;M;27;VRAI;VRAI;<25k;Private;z_SUV;FAUX;2;6.0;Highly Urban/ Urban;21/05/2022;dev_integral;201-300
1030;M;34;FAUX;FAUX;>125k;Private;Van;VRAI;4;1.0;Highly Urban/ Urban;09/04/2022;dev_express;201-300
1031;F;61;FAUX;VRAI;50k-75k;Commercial;Pickup;VRAI;5;11.0;Highly Urban/ Urban;13/02/2022;dev_vip;801-900
1032;M;45;FAUX;FAUX;<25k;Private;z_SUV;FAUX;7;6.0;z_Highly Rural/ Rural;25/02/2022;dev_integral;201-300
1033;F;71;VRAI;VRAI;75k-100k;Private;Minivan;FAUX;6;12.0;Highly Urban/ Urban;02/01/2022;dev_integral;301-400
1034;M;57;FAUX;VRAI;50k-75k;Private;Sports Car;FAUX;0;;Highly Urban/ Urban;02/04/2022;dev_express;201-300
1035;M;50;FAUX;VRAI;;Private;Pickup;FAUX;2;1.0;z_Highly Rural/ Rural;03/05/2022;dev_premium;401-500
1036;M;55;FAUX;FAUX;;Private;Van;FAUX;1;14.0;Highly Urban/ Urban;25/04/2022;dev_express;201-300
1037;F;41;FAUX;FAUX;<25k;Private;Pickup;VRAI;4;16.0;z_Highly Rural/ Rural;08/03/2022;dev_integral;301-400
1038;F;28;FAUX;VRAI;25k-50k;Commercial;Minivan;VRAI;6;;Highly Urban/ Urban;31/05/2022;dev_integral;301-400
1039;M;43;FAUX;VRAI;;Commercial;Pickup;VRAI;0;8.0;z_Highly Rural/ Rural;21/01/2022;dev_integral;201-300
1040;M;73;FAUX;FAUX;<25k;Private;z_SUV;FAUX;1;1.0;Highly Urban/ Urban;27/04/2022;dev_integral;301-400
1041;F;31;FAUX;VRAI;25k-50k;Private;Minivan;FAUX;0;1.0;Highly Urban/ Urban;25/04/2022;dev_integral;201-300
1042;M;84;FAUX;VRAI;>125k;Private;z_SUV;FAUX;0;15.0;Highly Urban/ Urban;05/03/2022;dev_integral;201-300
1043;F;2;FAUX;FAUX;<25k;Private;z_SUV;FAUX;0;1.0;Highly Urban/ Urban;21/01/2022;dev_integral;201-300
1044;M;29;FAUX;FAUX;50k-75k;Commercial;Panel Truck;FAUX;4;15.0;Highly Urban/ Urban;25/04/2022;dev_integral;301-400
1045;M;80;FAUX;FAUX;<25k;Private;Minivan;FAUX;1;14.0;Highly Urban/ Urban;29/03/2022;dev_integral;201-300
1046;M;45;FAUX;FAUX;<25k;Commercial;Sports Car;FAUX;6;10.0;Highly Urban/ Urban;13/02/2022;dev_integral;201-300
1047;M;36;FAUX;FAUX;<25k;Private;Sports Car;FAUX;0;1.0;z_Highly Rural/ Rural;11/02/2022;dev_express;201-300
1048;F;37;FAUX;FAUX;<25k;Commercial;Panel Truck;VRAI;0;9.0;z_Highly Rural/ Rural;28/05/2022;dev_integral;201-300
1049;M;55;FAUX;FAUX;50k-75k;Private;Minivan;FAUX;4;8.0;Highly Urban/ Urban;03/04/2022;dev_integral;301-400
1050;F;34;FAUX;FAUX;<25k;Private;z_SUV;FAUX;3;9.0;z_Highly Rural/ Rural;20/05/2022;dev_integral;301-400
1051;M;71;FAUX;FAUX;75k-100k;Private;Minivan;VRAI;0;6.0;Highly Urban/ Urban;22/04/2022;dev_express;201-300
1052;M;89;FAUX;FAUX;50k-75k;Commercial;z_SUV;FAUX;0;8.0;Highly Urban/ Urban;29/01/2022;dev_integral;301-400
1053;M;22;FAUX;VRAI;<25k;Private;Minivan;VRAI;3;1.0;Highly Urban/ Urban;21/05/2022;dev_integral;301-400
1054;M;25;FAUX;FAUX;;Commercial;Minivan;FAUX;0;8.0;Highly Urban/ Urban;04/05/2022;dev_integral;301-400
1055;F;69;FAUX;FAUX;25k-50k;Private;Minivan;VRAI;4;12.0;Highly Urban/ Urban;25/01/2022;dev_premium;401-500
1056;M;73;FAUX;FAUX;50k-75k;Commercial;Panel Truck;FAUX;0;1.0;Highly Urban/ Urban;27/01/2022;dev_integral;301-400
1057;M;91;FAUX;FAUX;75k-100k;Private;Pickup;FAUX;2;17.0;Highly Urban/ Urban;11/03/2022;dev_integral;301-400
1058;F;65;FAUX;VRAI;50k-75k;Commercial;Minivan;FAUX;0;1.0;z_Highly Rural/ Rural;25/05/2022;dev_integral;301-400
1059;F;77;FAUX;VRAI;50k-75k;Commercial;Minivan;FAUX;1;5.0;Highly Urban/ Urban;20/01/2022;dev_premium;501-600
1060;F;15;FAUX;FAUX;50k-75k;Commercial;Pickup;VRAI;0;1.0;Highly Urban/ Urban;22/04/2022;dev_integral;301-400
1061;F;70;FAUX;FAUX;50k-75k;Commercial;Panel Truck;FAUX;7;15.0;Highly Urban/ Urban;10/02/2022;dev_integral;201-300
1062;M;53;FAUX;FAUX;>125k;Commercial;Panel Truck;FAUX;4;15.0;Highly Urban/ Urban;24/02/2022;dev_express;201-300
1063;F;71;FAUX;FAUX;25k-50k;Private;Sports Car;FAUX;2;12.0;Highly Urban/ Urban;17/03/2022;dev_express;201-300
1064;F;21;VRAI;FAUX;>125k;Private;z_SUV;FAUX;4;;Highly Urban/ Urban;04/03/2022;dev_express;201-300
1065;M;40;FAUX;FAUX;<25k;Private;z_SUV;FAUX;0;1.0;z_Highly Rural/ Rural;20/04/2022;dev_express;201-300
1066;F;62;FAUX;FAUX;50k-75k;Private;Van;FAUX;4;12.0;Highly Urban/ Urban;30/01/2022;dev_express;201-300
1067;M;56;FAUX;FAUX;<25k;Private;Minivan;VRAI;3;17.0;Highly Urban/ Urban;11/02/2022;dev_integral;201-300
1068;F;70;FAUX;VRAI;50k-75k;Private;Sports Car;FAUX;0;1.0;Highly Urban/ Urban;05/03/2022;dev_integral;201-300
1069;F;78;FAUX;FAUX;25k-50k;Commercial;Van;FAUX;7;1.0;Highly Urban/ Urban;16/02/2022;dev_express;201-300
1070;F;8;FAUX;FAUX;>125k;Private;Van;VRAI;0;12.0;Highly Urban/ Urban;25/01/2022;dev_integral;301-400
1071;F;49;VRAI;VRAI;100k-125k;Commercial;Pickup;VRAI;0;1.0;z_Highly Rural/ Rural;06/03/2022;dev_express;201-300
1072;F;45;VRAI;VRAI;25k-50k;Commercial;Van;FAUX;0;1.0;Highly Urban/ Urban;15/04/2022;dev_express;201-300
1073;M;49;VRAI;VRAI;100k-125k;Commercial;Van;VRAI;0;11.0;z_Highly Rural/ Rural;24/03/2022;dev_integral;301-400
1074;F;36;FAUX;FAUX;>125k;Commercial;Panel Truck;VRAI;3;19.0;Highly Urban/ Urban;06/02/2022;dev_integral;301-400
1075;F;67;FAUX;FAUX;50k-75k;Commercial;Pickup;FAUX;1;12.0;Highly Urban/ Urban;27/03/2022;dev_integral;301-400
1076;F;72;VRAI;VRAI;25k-50k;Private;Van;FAUX;0;;Highly Urban/ Urban;28/02/2022;dev_express;201-300
1077;F;47;VRAI;VRAI;25k-50k;Private;Pickup;VRAI;0;7.0;Highly Urban/ Urban;17/02/2022;dev_express;201-300
1078;F;56;FAUX;FAUX;50k-75k;Private;z_SUV;FAUX;3;8.0;Highly Urban/ Urban;21/03/2022;dev_integral;301-400
1079;F;53;FAUX;FAUX;25k-50k;Commercial;Panel Truck;VRAI;0;1.0;Highly Urban/ Urban;29/04/2022;dev_express;201-300
1080;M;21;FAUX;FAUX;50k-75k;Private;Minivan;VRAI;5;10.0;Highly Urban/ Urban;21/04/2022;dev_express;201-300
1081;F;25;FAUX;FAUX;>125k;Commercial;Panel Truck;VRAI;2;1.0;Highly Urban/ Urban;19/01/2022;dev_integral;301-400
1082;M;73;FAUX;VRAI;100k-125k;Private;Minivan;FAUX;0;15.0;Highly Urban/ Urban;09/03/2022;dev_integral;301-400
1083;M;37;FAUX;FAUX;75k-100k;Private;Sports Car;FAUX;3;17.0;Highly Urban/ Urban;01/03/2022;dev_express;201-300
1084;M;17;FAUX;FAUX;50k-75k;Private;z_SUV;FAUX;0;18.0;Highly Urban/ Urban;25/02/2022;dev_express;201-300
1085;F;18;FAUX;VRAI;75k-100k;Commercial;Minivan;VRAI;0;1.0;Highly Urban/ Urban;06/04/2022;dev_integral;301-400
1086;F;70;VRAI;VRAI;<25k;Private;Sports Car;FAUX;4;4.0;Highly Urban/ Urban;04/04/2022;dev_express;201-300
1087;F;37;VRAI;VRAI;25k-50k;Private;Minivan;FAUX;5;1.0;Highly Urban/ Urban;04/02/2022;dev_express;201-300
1088;M;81;FAUX;FAUX;;Commercial;Van;VRAI;2;8.0;Highly Urban/ Urban;06/01/2022;dev_express;201-300
1089;F;20;FAUX;FAUX;25k-50k;Private;z_SUV;FAUX;0;14.0;Highly Urban/ Urban;15/03/2022;dev_integral;301-400
1090;M;53;FAUX;VRAI;75k-100k;Commercial;Van;VRAI;3;1.0;Highly Urban/ Urban;23/01/2022;dev_express;201-300
1091;M;66;FAUX;FAUX;25k-50k;Private;Pickup;VRAI;0;1.0;Highly Urban/ Urban;18/02/2022;dev_integral;301-400
1092;F;58;FAUX;VRAI;<25k;Private;Sports Car;VRAI;8;6.0;Highly Urban/ Urban;09/02/2022;dev_integral;201-300
1093;F;45;FAUX;VRAI;50k-75k;Commercial;Pickup;FAUX;0;6.0;z_Highly Rural/ Rural;07/04/2022;dev_integral;301-400
1094;F;42;FAUX;FAUX;75k-100k;Commercial;Panel Truck;VRAI;0;16.0;z_Highly Rural/ Rural;03/04/2022;dev_integral;301-400
1095;F;6;VRAI;VRAI;<25k;Commercial;Pickup;FAUX;0;19.0;Highly Urban/ Urban;01/03/2022;dev_integral;301-400
1096;F;54;VRAI;VRAI;75k-100k;Private;Minivan;FAUX;5;13.0;Highly Urban/ Urban;31/03/2022;dev_premium;301-400
1097;F;46;FAUX;VRAI;<25k;Private;Minivan;FAUX;4;8.0;Highly Urban/ Urban;24/01/2022;dev_express;201-300
1098;F;58;FAUX;FAUX;100k-125k;Commercial;Panel Truck;VRAI;1;;z_Highly Rural/ Rural;24/02/2022;dev_integral;201-300
1099;M;3;FAUX;FAUX;100k-125k;Commercial;Minivan;FAUX;4;12.0;Highly Urban/ Urban;26/01/2022;dev_express;201-300
1100;M;76;VRAI;VRAI;;Commercial;z_SUV;FAUX;3;9.0;Highly Urban/ Urban;07/02/2022;dev_express;201-300
1101;M;39;FAUX;VRAI;>125k;Private;Van;FAUX;0;13.0;Highly Urban/ Urban;11/03/2022;dev_vip;901-1000
1102;F;70;FAUX;FAUX;25k-50k;Private;Minivan;VRAI;2;9.0;z_Highly Rural/ Rural;08/03/2022;dev_integral;301-400
1103;M;38;FAUX;FAUX;100k-125k;Private;Minivan;VRAI;1;8.0;Highly Urban/ Urban;15/04/2022;dev_express;201-300
1104;F;57;FAUX;FAUX;75k-100k;Commercial;z_SUV;FAUX;0;9.0;Highly Urban/ Urban;29/05/2022;dev_integral;301-400
1105;M;14;FAUX;FAUX;100k-125k;Private;Minivan;FAUX;0;1.0;z_Highly Rural/ Rural;16/04/2022;dev_express;201-300
1106;M;6;VRAI;VRAI;100k-125k;Commercial;Panel Truck;FAUX;9;16.0;Highly Urban/ Urban;22/01/2022;dev_express;201-300
1107;M;8;FAUX;FAUX;50k-75k;Commercial;Panel Truck;VRAI;0;12.0;Highly Urban/ Urban;27/03/2022;dev_premium;301-400
1108;M;5;FAUX;VRAI;25k-50k;Private;z_SUV;FAUX;0;10.0;Highly Urban/ Urban;04/01/2022;dev_integral;201-300
1109;F;63;FAUX;FAUX;75k-100k;Commercial;Van;FAUX;8;8.0;Highly Urban/ Urban;13/02/2022;dev_integral;301-400
1110;M;37;FAUX;VRAI;>125k;Private;z_SUV;FAUX;5;14.0;Highly Urban/ Urban;19/03/2022;dev_premium;301-400
1111;M;62;FAUX;FAUX;<25k;Commercial;Pickup;FAUX;1;1.0;Highly Urban/ Urban;23/03/2022;dev_integral;301-400
1112;M;32;FAUX;FAUX;50k-75k;Private;Sports Car;FAUX;0;21.0;Highly Urban/ Urban;24/02/2022;dev_express;201-300
1113;M;72;FAUX;FAUX;<25k;Private;Sports Car;FAUX;1;1.0;Highly Urban/ Urban;30/05/2022;dev_integral;301-400
1114;M;65;FAUX;FAUX;25k-50k;Private;Van;VRAI;3;4.0;Highly Urban/ Urban;02/03/2022;dev_express;201-300
1115;F;65;FAUX;FAUX;25k-50k;Private;Minivan;FAUX;0;16.0;Highly Urban/ Urban;20/05/2022;dev_integral;301-400
1116;F;46;FAUX;FAUX;50k-75k;Private;Pickup;VRAI;0;10.0;Highly Urban/ Urban;29/04/2022;dev_integral;301-400
1117;M;16;FAUX;VRAI;25k-50k;Private;Pickup;VRAI;1;7.0;Highly Urban/ Urban;25/01/2022;dev_express;201-300
1118;F;40;FAUX;FAUX;25k-50k;Commercial;Pickup;VRAI;1;1.0;Highly Urban/ Urban;03/03/2022;dev_integral;301-400
1119;M;80;FAUX;FAUX;50k-75k;Private;Minivan;VRAI;0;9.0;Highly Urban/ Urban;16/02/2022;dev_express;201-300
1120;F;30;FAUX;FAUX;75k-100k;Private;Minivan;VRAI;1;12.0;Highly Urban/ Urban;08/04/2022;dev_integral;301-400
1121;M;20;FAUX;FAUX;75k-100k;Private;Sports Car;FAUX;0;9.0;Highly Urban/ Urban;24/05/2022;dev_integral;301-400
1122;F;57;FAUX;FAUX;100k-125k;Commercial;Panel Truck;VRAI;1;15.0;Highly Urban/ Urban;02/03/2022;dev_integral;301-400
1123;F;79;FAUX;FAUX;100k-125k;Commercial;Panel Truck;VRAI;1;12.0;Highly Urban/ Urban;09/02/2022;dev_premium;301-400
1124;M;18;VRAI;VRAI;25k-50k;Commercial;Minivan;FAUX;2;4.0;Highly Urban/ Urban;24/01/2022;dev_integral;301-400
1125;F;4;FAUX;VRAI;50k-75k;Commercial;Pickup;FAUX;0;11.0;z_Highly Rural/ Rural;20/03/2022;dev_express;201-300
1126;M;8;FAUX;FAUX;50k-75k;Private;Pickup;VRAI;1;12.0;Highly Urban/ Urban;16/03/2022;dev_integral;301-400
1127;M;17;FAUX;FAUX;<25k;Commercial;Minivan;VRAI;0;11.0;z_Highly Rural/ Rural;15/03/2022;dev_express;201-300
1128;F;8;FAUX;FAUX;50k-75k;Private;z_SUV;FAUX;0;8.0;z_Highly Rural/ Rural;24/05/2022;dev_integral;301-400
1129;M;9;FAUX;FAUX;100k-125k;Private;z_SUV;FAUX;4;7.0;Highly Urban/ Urban;26/03/2022;dev_integral;301-400
1130;F;8;FAUX;FAUX;50k-75k;Private;z_SUV;FAUX;5;4.0;Highly Urban/ Urban;28/05/2022;dev_integral;301-400
1131;F;71;FAUX;FAUX;>125k;Private;z_SUV;FAUX;1;12.0;Highly Urban/ Urban;19/04/2022;dev_integral;301-400
1132;F;34;FAUX;FAUX;<25k;Private;Minivan;FAUX;0;1.0;Highly Urban/ Urban;04/04/2022;dev_express;201-300
1133;F;43;FAUX;VRAI;50k-75k;Private;Minivan;VRAI;3;8.0;Highly Urban/ Urban;25/01/2022;dev_express;201-300
1134;F;87;FAUX;FAUX;25k-50k;Private;z_SUV;FAUX;1;10.0;z_Highly Rural/ Rural;25/02/2022;dev_integral;301-400
1135;M;29;FAUX;VRAI;50k-75k;Private;z_SUV;FAUX;0;7.0;Highly Urban/ Urban;07/03/2022;dev_integral;201-300
1136;F;89;FAUX;VRAI;25k-50k;Private;z_SUV;FAUX;0;12.0;Highly Urban/ Urban;11/05/2022;dev_integral;301-400
1137;F;64;FAUX;FAUX;25k-50k;Private;z_SUV;FAUX;3;;Highly Urban/ Urban;25/05/2022;dev_express;201-300
1138;F;14;FAUX;FAUX;<25k;Private;Sports Car;FAUX;10;2.0;Highly Urban/ Urban;07/02/2022;dev_integral;301-400
1139;F;49;FAUX;FAUX;25k-50k;Private;z_SUV;FAUX;0;10.0;Highly Urban/ Urban;02/03/2022;dev_express;201-300
1140;M;3;FAUX;FAUX;25k-50k;Private;Pickup;FAUX;3;1.0;Highly Urban/ Urban;29/04/2022;dev_integral;301-400
1141;M;70;VRAI;VRAI;<25k;Private;Sports Car;FAUX;0;12.0;z_Highly Rural/ Rural;27/02/2022;dev_integral;201-300
1142;F;71;FAUX;FAUX;<25k;Commercial;Pickup;VRAI;2;7.0;z_Highly Rural/ Rural;10/02/2022;dev_express;201-300
1143;F;66;FAUX;FAUX;100k-125k;Private;Pickup;VRAI;4;22.0;Highly Urban/ Urban;07/05/2022;dev_integral;301-400
1144;F;82;VRAI;VRAI;75k-100k;Commercial;Panel Truck;FAUX;0;;z_Highly Rural/ Rural;19/05/2022;dev_integral;201-300
1145;M;69;FAUX;VRAI;<25k;Private;Sports Car;FAUX;2;7.0;Highly Urban/ Urban;24/03/2022;dev_express;201-300
1146;M;50;FAUX;FAUX;75k-100k;Private;Minivan;VRAI;3;21.0;Highly Urban/ Urban;18/01/2022;dev_express;201-300
1147;M;77;FAUX;VRAI;50k-75k;Private;z_SUV;FAUX;7;1.0;Highly Urban/ Urban;14/03/2022;dev_integral;201-300
1148;F;81;FAUX;FAUX;25k-50k;Private;z_SUV;FAUX;0;6.0;z_Highly Rural/ Rural;25/01/2022;dev_express;201-300
1149;F;8;FAUX;FAUX;50k-75k;Private;Minivan;VRAI;0;7.0;Highly Urban/ Urban;02/05/2022;dev_premium;501-600
1150;M;70;FAUX;FAUX;75k-100k;Commercial;Minivan;FAUX;7;10.0;Highly Urban/ Urban;08/04/2022;dev_express;201-300
1151;M;61;VRAI;VRAI;<25k;Commercial;Pickup;FAUX;3;9.0;Highly Urban/ Urban;17/05/2022;dev_express;201-300
1152;M;66;FAUX;FAUX;100k-125k;Commercial;Panel Truck;VRAI;5;20.0;Highly Urban/ Urban;20/02/2022;dev_integral;301-400
1153;M;83;FAUX;FAUX;<25k;Private;z_SUV;FAUX;1;8.0;z_Highly Rural/ Rural;03/01/2022;dev_integral;301-400
1154;F;63;FAUX;FAUX;>125k;Private;Minivan;VRAI;2;20.0;Highly Urban/ Urban;27/05/2022;dev_express;201-300
1155;M;11;FAUX;FAUX;25k-50k;Private;Minivan;FAUX;2;1.0;z_Highly Rural/ Rural;22/05/2022;dev_express;201-300
1156;F;62;FAUX;FAUX;50k-75k;Private;Minivan;FAUX;3;1.0;Highly Urban/ Urban;23/01/2022;dev_integral;301-400
1157;F;72;FAUX;FAUX;75k-100k;Commercial;Van;FAUX;6;4.0;Highly Urban/ Urban;19/01/2022;dev_premium;401-500
1158;M;89;VRAI;FAUX;25k-50k;Private;Minivan;FAUX;0;1.0;z_Highly Rural/ Rural;08/05/2022;dev_integral;301-400
